0.5,-65.79803,11.31479,-79.83787,0,0.9982241,0,-0.05957106,1.16081,1.590778,0.1656449,0.001962639,8.076429E-05,-0.04104459,0.9991554,-0.08592316,-0.01163101,0.09892745,-0.3273442,-0.8041312,-0.4441542,-0.2212372,0.04021721,-0.02734566,0.09699402,0.1853425,-0.8358001,-0.5027586,0.1196676
0.5,-65.79807,11.31475,-79.83823,0,0.9982353,0,-0.05938208,1.161118,1.590902,0.1657258,0.001664145,6.899238E-05,-0.04141027,0.9991409,-0.08635391,-0.01163101,0.09619987,-0.3208476,-0.8050437,-0.4510334,-0.2133786,0.04055957,-0.02927017,0.09726082,0.186221,-0.8350303,-0.5033066,0.1213618
0.5,-65.79823,11.31465,-79.83849,0,0.9982587,0,-0.05898854,1.161777,1.590982,0.1655339,0.001184743,4.88758E-05,-0.04115979,0.9991519,-0.08583038,-0.01079369,0.09767292,-0.3251039,-0.8049917,-0.4546259,-0.1990254,0.03976394,-0.02673721,0.09420526,0.1866869,-0.834752,-0.5042483,0.1186206
0.5,-65.79858,11.31452,-79.83858,0,0.9982963,0,-0.05834889,1.162558,1.591175,0.1645567,0.000507798,2.071261E-05,-0.04050143,0.9991794,-0.09094036,-0.00892067,0.09775263,-0.3370087,-0.8030916,-0.4554836,-0.1844011,0.0410069,-0.02636337,0.09585336,0.1867699,-0.8343059,-0.504864,0.1190078
0.5,-65.79874,11.31435,-79.83868,0,0.9983379,0,-0.05763385,1.163267,1.591318,0.1634383,-0.0001209676,-4.887581E-06,-0.04090693,0.999163,-0.09203265,-0.006607056,0.1008269,-0.3403226,-0.8024084,-0.4596999,-0.1702862,0.03959322,-0.02587891,0.09341819,0.1846855,-0.8339875,-0.5054399,0.1220106
0.5,-65.79858,11.31429,-79.83873,0,0.9983599,0,-0.05725035,1.164004,1.59156,0.1633669,-0.0004734714,-1.978874E-05,-0.04172011,0.9991293,-0.09508392,-0.004062653,0.1001846,-0.3503696,-0.7933647,-0.4732846,-0.1543219,0.04057996,-0.02603531,0.09490605,0.1827792,-0.8339105,-0.5065553,0.1207767
0.5,-65.79843,11.31421,-79.83878,0,0.9983647,0,-0.0571658,1.164583,1.591654,0.1641089,-0.0007859486,-3.299117E-05,-0.04212165,0.9991122,-0.09533912,0.001152039,0.1029646,-0.3593099,-0.7854601,-0.479797,-0.1540899,0.04001662,-0.02568436,0.09297386,0.1830618,-0.8339232,-0.5067486,0.1194421
0.5,-65.79836,11.31422,-79.83875,0,0.9983817,0,-0.05686811,1.165206,1.591753,0.1644728,-0.0005628783,-2.390146E-05,-0.04232187,0.9991039,-0.09512299,0.001314163,0.1003359,-0.3547912,-0.7900248,-0.4707073,-0.1685787,0.04156415,-0.02589226,0.09508665,0.1820749,-0.834258,-0.5069879,0.117582
0.5,-65.79848,11.31427,-79.83868,0,0.9984161,0,-0.0562613,1.166007,1.591719,0.1641228,-0.0002211183,-9.357929E-06,-0.04259391,0.9990925,-0.09181188,-0.001726151,0.1009047,-0.3490381,-0.7928595,-0.4665006,-0.1786715,0.04052166,-0.02610588,0.09346177,0.1811193,-0.8344171,-0.5075662,0.115415
0.5,-65.79866,11.31444,-79.83862,0,0.998474,0,-0.05522394,1.166893,1.591879,0.16285,0.0009722094,4.193186E-05,-0.04302808,0.9990734,-0.09170854,-0.002191544,0.09831982,-0.3455067,-0.7895668,-0.4759749,-0.1750923,0.04165155,-0.02654648,0.09533925,0.1795385,-0.8340939,-0.5089871,0.1139535
